MATNR,Style,Cat2,Style_id,Cat2_id
19109442,Modern Luxury,เตียงสั่งทำ,17,190
19057957,Luxury Glamorous,กระจกแบบติดผนัง,10,8
19071264,Modern,เตียง,12,189
19043395,Modern Italian,ตู้เสื้อผ้าบานเลื่อน,16,70
19094899,Contemporary,เก้าอี้ไม้เบาะผ้า,5,179
19101634,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
25013939,Vintage,ภาพแขวน,25,117
25015809,Modern,ภาพแขวน,12,117
25013602,Vintage,แจกัน,25,194
19097468,Modern,โต๊ะอาหารขาเหล็กท๊อปกระจก,12,242
19092036,Luxury,เตียงสั่งทำ,9,190
25015838,Modern,นาฬิกาแขวนผนัง,12,99
59008593,Modern,ชุดครัว Kuche,12,42
49000301,None,โซฟาสั่งทำ,306,206
19037276,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
59001478,Modern,ชุดวางทีวี Scenario,12,48
19109461,Modern Luxury,เตียงสั่งทำ,17,190
59006530,Modern,None,12,538
25015164,Vintage,ดอกไม้ปลอม,25,56
19110075,Modern Contemporary,เตียง,15,189
19025938,Modern Italian,ปิดปลอม,16,102
25023301,Modern,โคมไฟแขวน,12,200
25013537,Vintage,กล่องอเนกประสงค์,25,17
25013541,Vintage,เชิงเทียน,25,186
19101252,Contemporary,เตียง,5,189
25015799,Modern,นาฬิกาแขวนผนัง,12,99
19047650,Luxury,เคาน์เตอร์บาร์,9,185
59002431,Contemporary,ชุดห้องนอน,5,51
25023018,Modern,ภาชนะใส่อาหาร,12,116
49000359,None,โซฟาสั่งทำ,306,206
19052003,Luxury,โต๊ะเครื่องแป้งแบบนั่ง,9,253
19059671,Luxury,โต๊ะเครื่องแป้งแบบนั่ง,9,253
25021006,Vintage,เครื่องแก้วและเหยือกน้ำ,25,182
19094784,Contemporary,โซฟา 3 ที่นั่ง,5,203
25015178,Vintage,ภาชนะใส่อาหาร,25,116
19058029,Luxury,คอนโซล,9,32
59003028,Modern,None,12,538
25055681,Modern,ภาพแขวน,12,117
25055683,Modern,ภาพแขวน,12,117
25055686,Modern,ภาพแขวน,12,117
19026678,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
19051563,Modern,ตู้สูง,12,64
49000305,None,โซฟาสั่งทำ,306,206
49000309,None,โซฟาสั่งทำ,306,206
19111549,Modern,โซฟา 1 ที่นั่ง,12,201
19036671,Modern Italian,None,16,538
19077432,Vintage,หน้าบานตู้เสื้อผ้าบานเปิด,25,134
19090946,Contemporary,ตู้โชว์,5,74
19095830,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19047437,Modern,ชุดตู้เก็บของหนังสือ,12,43
19097650,Modern Luxury,เตียงสั่งทำ,17,190
19094785,Contemporary,อาร์มแชร์ผ้า,5,143
59006654,Modern Italian,โต๊ะทำงาน,16,235
25018067,Modern,ของใช้บนโต๊ะอาหาร,12,30
49000356,None,โซฟาสั่งทำ,306,206
19118135,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
59008597,Modern,ชุดครัว Kuche,12,42
19112114,Modern Luxury,เตียงสั่งทำ,17,190
19043172,Contemporary,เตียง,5,189
19092034,Luxury,เตียงสั่งทำ,9,190
25013560,Vintage,เครื่องแก้วตกแต่ง,25,181
19056262,Modern,ปิดปลอม,12,102
19118138,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
59001944,Modern,ชุดวางทีวี Scenario,12,48
19094764,Contemporary,เคาน์เตอร์บาร์,5,185
59003732,Modern,None,12,538
59006743,Modern Italian,ชุดวางทีวีสำเร็จรูป,16,49
19111064,Luxury,โต๊ะข้างเหล็กท๊อปกระจก,9,226
59000162,Modern Italian,None,16,538
19041411,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19095857,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
25013542,Vintage,เชิงเทียน,25,186
19133749,Modern,โต๊ะอาหารขาเหล็กท๊อปหิน,12,243
19076104,Modern,โคมไฟตั้งพื้น,12,197
19133989,Contemporary,โซฟา 1 ที่นั่ง,5,201
19096194,Modern,ตู้เสื้อผ้าบานเลื่อน,12,70
19095816,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19077691,Vintage,ชุดตู้เก็บของหนังสือ,25,43
19094798,Contemporary,เก้าอี้ไม้เบาะหนัง,5,180
59008767,Modern,ชุดครัว Kuche,12,42
19118129,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19112215,Modern,ชั้นวางซีดี/หนังสือ,12,34
19101260,Contemporary,เตียง,5,189
19110822,Contemporary,อาร์มแชร์ผ้า,5,143
25020447,Vintage,เครื่องแก้วและเหยือกน้ำ,25,182
19109443,Modern Luxury,เตียงสั่งทำ,17,190
59006655,Modern Italian,ชุดวางทีวี Infinity,16,47
19093324,Luxury,เตียง,9,189
59008995,Modern,ชุดครัว Kuche,12,42
19101245,Contemporary,เตียง,5,189
19036309,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19088731,Modern Italian,เตียง,16,189
19043196,Contemporary,เตียง,5,189
19109465,Modern Luxury,เตียงสั่งทำ,17,190
59010263,Modern,ชุดห้องนอน,12,51
25011015,Modern,หมอนอิง,12,141
59002307,Modern,ชุดวางทีวี Scenario,12,48
25010199,Modern,หมอนอิง,12,141
19035031,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
19113392,Industrial,โต๊ะอาหารขาเหล็กท๊อปไม้,7,244
59001480,Modern,ชุดวางทีวี Scenario,12,48
19094765,Contemporary,เก้าอี้สตูลบาร์ไม้เบาะผ้า,5,168
19118128,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
59008601,Modern,เตียง,12,189
19041276,Modern,โซฟา 1 ที่นั่ง,12,201
19112237,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19112123,Modern Luxury,เตียงสั่งทำ,17,190
59000578,Modern,None,12,538
19027569,Modern,เตียง,12,189
19112247,Modern,โต๊ะเครื่องแป้งแบบยืน,12,254
59005790,Vintage,เตียง,25,189
25017285,Modern,ภาพแขวน,12,117
19088718,Modern Italian,เตียง,16,189
19111122,Modern,เก้าอี้เหล็กเบาะหนัง,12,175
19092040,Luxury,เตียงสั่งทำ,9,190
19095823,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19057907,Vintage,คอนโซล,25,32
59008897,Contemporary,เตียง,5,189
19097442,Modern,เตียง,12,189
25023015,Modern,อุปกรณ์บาร์,12,151
19067050,Modern,ตู้เสื้อผ้าบานเปิด,12,68
19112262,Modern Luxury,โซฟา 3 ที่นั่ง,17,203
19022755,Modern,ท็อปชุดครัว,12,96
19111960,Modern,เก้าอี้พักผ่อน 3 ที่นั่ง,12,159
19095544,Modern,เตียง,12,189
25011020,Modern,หมอนอิง,12,141
19106773,Luxury,ตู้สูง,9,64
19111932,Contemporary,เดย์เบด,5,188
25023036,Modern,ของตกแต่งอื่น ๆ,12,28
25011899,Vintage,กรอบรูป,25,5
19044425,Modern,ชั้นแขวน,12,35
19024132,Modern,ไซด์บอร์ด,12,257
19049739,Vintage,กรอบรูป,25,5
25017705,Vintage,ตะขอติดผนัง,25,58
59003543,Modern,None,12,538
19111366,Luxury,ตู้เสื้อผ้าบานเปิด,9,68
19069195,Luxury,ตู้โชว์,9,74
25015561,Modern,กรอบรูป,12,5
59003017,Modern,None,12,538
25020431,Vintage,ภาชนะใส่อาหาร,25,116
59008596,Modern,ชุดครัว Kuche,12,42
59008594,Modern,ชุดครัว Kuche,12,42
19088360,Modern Italian,เตียง,16,189
25011621,Vintage,ของตกแต่งอื่น ๆ,25,28
25055785,Artdeco,ของตกแต่งอื่น ๆ,2,28
19110737,Contemporary,โซฟาเข้ามุมซ้าย,5,209
59008996,Modern,ชุดครัว Kuche,12,42
59006863,Modern Italian,ชุดวางทีวีสำเร็จรูป,16,49
19109650,Modern,เตียง,12,189
25011064,Modern,หมอนอิง,12,141
19112117,Modern Luxury,เตียงสั่งทำ,17,190
19088359,Modern Italian,เตียง,16,189
25011646,Modern,โถเซรามิค/โถหิน,12,255
19068477,Modern Italian,บอดี้ตู้,16,101
19068478,Modern Italian,บอดี้ตู้,16,101
19090445,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
25023022,Modern,กรอบรูป,12,5
19101264,Contemporary,เตียง,5,189
19118140,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
25020480,Vintage,ของตกแต่งอื่น ๆ,25,28
19118145,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19067763,Modern,ตู้เสื้อผ้าเข้ามุมบานเปิด,12,71
19090940,Contemporary,หน้าบานตู้เสื้อผ้าบานเปิด,5,134
19031430,Modern,ตู้เตี้ย,12,65
19111399,Modern,โคมไฟแขวน,12,200
25023239,Modern,ดอกไม้ปลอม,12,56
25013549,Vintage,ภาชนะใส่อาหาร,25,116
19088733,Modern,เตียง,12,189
19037271,Modern Italian,เตียง,16,189
19088384,Modern,เตียงสั่งทำ,12,190
19094889,Contemporary,เตียง,5,189
25010903,Vintage,ของตกแต่งอื่น ๆ,25,28
25017698,Vintage,ตะขอติดผนัง,25,58
25022496,Modern,โคมไฟติดผนัง,12,199
25023341,Modern,กรอบรูป,12,5
19109466,Modern Luxury,เตียงสั่งทำ,17,190
19090943,Contemporary,หน้าบานตู้เสื้อผ้าบานเปิด,5,134
19108848,Modern,ตู้ข้างเตียง,12,61
19077752,Modern Italian,เตียง,16,189
25023021,Modern,กรอบรูป,12,5
25020236,Modern,กรอบรูป,12,5
25017586,Vintage,แจกัน,25,194
25015195,Vintage,ที่คั่นหนังสือ,25,81
59003030,Modern,None,12,538
19094847,Contemporary,ตู้โชว์+วางทีวี,5,75
19057943,Luxury,ตู้โชว์,9,74
19109907,Modern,โซฟาเข้ามุมสลับด้านได้ซ้าย/ขวา,12,212
59009019,Modern,โต๊ะอาหารขาเหล็กท๊อปหิน,12,243
19024670,Modern,พรมตกแต่ง,12,112
19047080,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
25020190,Vintage,กล่องอเนกประสงค์,25,17
25009632,Vintage,หุ่นจำลอง,25,142
19111265,Contemporary,เตียง,5,189
19094816,Contemporary,โต๊ะอาหารไม้ล้วน,5,251
25055787,Artdeco,ของตกแต่งอื่น ๆ,2,28
25010951,Vintage,ของตกแต่งอื่น ๆ,25,28
19109453,Modern Luxury,เตียงสั่งทำ,17,190
59007618,Modern Italian,ชุดห้องนอน,16,51
19095543,Modern,เตียง,12,189
25009271,Vintage,หมอนอิง,25,141
19094892,Contemporary,ตู้ข้างเตียง,5,61
19109463,Modern Luxury,เตียงสั่งทำ,17,190
19068746,Modern Italian,ไซด์บอร์ด,16,257
25011926,Vintage,กล่องอเนกประสงค์,25,17
19094807,Contemporary,ไซด์บอร์ด,5,257
19049746,Vintage,กล่องอเนกประสงค์,25,17
19049749,Vintage,ถาดและรถเข็น,25,78
19049726,Contemporary,โต๊ะอาหารขาไม้ท๊อปกระจก,5,245
19049736,Vintage,ภาพแขวน,25,117
19050471,Modern,โซฟาเข้ามุมขวา,12,207
25020131,Vintage,กล่องอเนกประสงค์,25,17
19044456,Modern Italian,หน้าบาน,16,130
19042797,Modern Italian,เตียง,16,189
19088381,Modern,เตียง,12,189
19088709,Modern Italian,เตียง,16,189
19088711,Modern Italian,เตียง,16,189
19049754,Vintage,ตะเกียง,25,59
19088358,Modern Italian,เตียง,16,189
19118160,Scandinavian,โต๊ะทำงาน,23,235
25013392,Vintage,หนังสือปลอม,25,129
19094757,Contemporary,โต๊ะข้างไม้ล้วน,5,233
19085438,Modern,พรมตกแต่ง,12,112
59007667,Modern Italian,ชุดวางทีวีสำเร็จรูป,16,49
59002754,Modern,ชุดวางทีวี Scenario,12,48
19118161,Scandinavian,โต๊ะทำงาน,23,235
19036287,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19044418,Modern,ตู้เตี้ยบานเปิด,12,66
19039902,None,เตียง,306,189
19047671,Contemporary,โซฟา 3 ที่นั่ง,5,203
59009012,Modern,โต๊ะอาหารขาเหล็กท๊อปหิน,12,243
19043195,Contemporary,เตียง,5,189
59008993,Modern,ชุดครัว Kuche,12,42
19094800,Contemporary,ตู้เตี้ยลิ้นชัก,5,67
19094808,Contemporary,โต๊ะข้างไม้ล้วน,5,233
19012713,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19109476,Modern Luxury,เตียงสั่งทำ,17,190
25010878,Artdeco,นาฬิกาตั้งโต๊ะ,2,98
19067044,Modern,ตู้เสื้อผ้าบานเปิด,12,68
49000372,None,โซฟาสั่งทำ,306,206
59007625,Vintage,None,25,538
19101265,Contemporary,เตียง,5,189
49000317,None,โซฟาสั่งทำ,306,206
19081233,Luxury,เตียงสั่งทำ,9,190
25017500,Modern,ดอกไม้ปลอม,12,56
19078322,Luxury,โต๊ะเครื่องแป้งแบบนั่ง,9,253
59000073,Modern Italian,None,16,538
59004524,Modern,โต๊ะอาหารขาไม้ท๊อปหิน,12,246
19057958,Luxury,ตู้ข้างเตียง,9,61
49000367,None,โซฟาสั่งทำ,306,206
19092024,Luxury,เตียงสั่งทำ,9,190
59000125,Colour Passion,ชุดวางทีวี Infinity,4,47
19088721,Modern Italian,เตียง,16,189
19024348,Modern Italian,ปิดปลอม,16,102
25011613,Vintage,กล่องอเนกประสงค์,25,17
19041955,Contemporary,เตียง,5,189
25010791,Luxury Glamorous,ถาดและรถเข็น,10,78
19051767,Modern Classic,ตู้ข้างเตียง,14,61
25055535,Vintage,หนังสือปลอม,25,129
25011878,Vintage,โคมไฟตั้งโต๊ะ,25,198
25023334,Modern,ตะเกียง,12,59
19067295,Luxury,โต๊ะเครื่องแป้งแบบนั่ง,9,253
25015724,Modern,นาฬิกาแขวนผนัง,12,99
59003027,Modern,None,12,538
25020564,Modern,หมอนอิง,12,141
25023256,Vintage,ภาพแขวน,25,117
19068824,Modern,หน้าลิ้นชัก,12,137
19091612,Luxury,เตียง,9,189
59003020,Modern,None,12,538
25022509,Modern,โคมไฟตั้งโต๊ะ,12,198
25023037,Modern,ของตกแต่งอื่น ๆ,12,28
19095848,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19049592,Modern,โต๊ะอาหารขาเหล็กท๊อปกระจก,12,242
25055541,Vintage,หนังสือปลอม,25,129
19049830,Vintage,หุ่นจำลอง,25,142
19041448,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19094833,Contemporary,เตียง,5,189
59008721,Contemporary,ไซด์บอร์ด,5,257
59000070,Modern Italian,None,16,538
19118139,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19097653,Modern Luxury,เตียงสั่งทำ,17,190
19039978,Modern,โต๊ะอาหารขาเหล็กท๊อปกระจก,12,242
19118143,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19095826,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
25017389,Modern,ภาพแขวน,12,117
25011880,Vintage,โคมไฟตั้งโต๊ะ,25,198
25009707,Vintage,ภาพแขวน,25,117
25015197,Vintage,ภาชนะใส่อาหาร,25,116
19111258,Modern,เตียง,12,189
19090944,Contemporary,ไซด์บอร์ด,5,257
19109283,Modern,ตู้รองเท้า,12,62
25021003,Vintage,แจกัน,25,194
59000171,Modern Italian,None,16,538
19088342,Modern Italian,เตียง,16,189
59014520,Modern,ชุดห้องนอน,12,51
25012679,Vintage,ภาพแขวน,25,117
25017487,Modern,ดอกไม้ปลอม,12,56
25023346,Modern,นาฬิกาตั้งโต๊ะ,12,98
19013304,None,None,306,538
19036291,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19095831,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19093904,Modern,ตู้เตี้ยลิ้นชัก,12,67
19118150,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
25023033,Modern,กรอบรูป,12,5
19095832,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19067052,Modern,ตู้เสื้อผ้าบานเปิด,12,68
19092051,Luxury,เตียงสั่งทำ,9,190
25009096,Vintage,หมอนอิง,25,141
25009266,Vintage,หมอนอิง,25,141
19094803,Contemporary,โต๊ะกลางไม้ล้วน,5,223
19050046,Contemporary,บอดี้ + หน้าบานชุดครัว,5,100
19092030,Luxury,เตียงสั่งทำ,9,190
19111289,Vintage,ตู้สูง,25,64
59005728,Modern,เก้าอี้พักผ่อน 3 ที่นั่ง,12,159
19118142,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19113978,Scandinavian,เก้าอี้ไฟเบอร์กลาส/พลาสติก,23,177
59007394,Modern,ชุดวางทีวี Scenario,12,48
19058017,Luxury,ตู้เสื้อผ้าบานเปิด,9,68
59007905,Modern,None,12,538
19071266,Luxury,เตียง,9,189
19092029,Luxury,เตียงสั่งทำ,9,190
19095852,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19109648,Modern,เตียง,12,189
25010953,Vintage,เครื่องแก้วตกแต่ง,25,181
25055530,Vintage,หนังสือปลอม,25,129
25010912,Vintage,ตะเกียง,25,59
25011649,Modern,ถาดและรถเข็น,12,78
25013399,Vintage,หนังสือปลอม,25,129
19109467,Modern Luxury,เตียงสั่งทำ,17,190
59008994,Modern,ชุดครัว Kuche,12,42
19110443,Modern,หน้าบาน,12,130
19095837,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19044462,Modern Italian,ตู้ข้างเตียง,16,61
19052161,Vintage,โต๊ะเครื่องแป้งแบบยืน,25,254
19045207,Contemporary,เตียง,5,189
19094872,Contemporary,ตู้โชว์,5,74
19094806,Contemporary,คอนโซล,5,32
59008877,Modern,เตียง,12,189
19111242,Contemporary,โซฟาเข้ามุมขวา,5,207
19110433,Modern,หน้าบาน,12,130
25011617,Vintage,ของตกแต่งอื่น ๆ,25,28
19095536,Modern,เตียง,12,189
19088362,Modern Italian,เตียง,16,189
19078089,Modern,ตู้เสื้อผ้าบานเปิด,12,68
19095819,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19024247,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
19028125,Modern Italian,ปิดปลอม,16,102
25021004,Vintage,แจกัน,25,194
19042860,Contemporary,เตียง,5,189
25015774,Modern,ภาพแขวน,12,117
49000343,None,โซฟาสั่งทำ,306,206
19027591,Modern Italian,กระจกแบบแขวน,16,9
59009016,Modern,โต๊ะอาหารหินล้วน,12,248
19047317,Vintage,โคมไฟตั้งโต๊ะ,25,198
19111478,Luxury,ตู้เสื้อผ้าบานเปิด,9,68
59011467,Contemporary,ชุดห้องนอน,5,51
59000184,Modern Italian,None,16,538
19087104,Luxury,ตู้สูง,9,64
19025935,Modern Italian,ปิดปลอม,16,102
19094801,Contemporary,โต๊ะทำงาน,5,235
59006650,Modern Italian,ชุดวางทีวีสำเร็จรูป,16,49
19077270,Modern,ตู้เสื้อผ้าบานเปิด,12,68
19118116,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19094843,Contemporary,ตู้ข้างเตียง,5,61
19094853,Contemporary,ตู้เสื้อผ้าบานเปิด,5,68
19072322,Luxury,เตียง,9,189
19068514,Modern Italian,บอดี้ตู้,16,101
19068525,Modern Italian,บอดี้ตู้,16,101
59007296,Vintage,ตู้โชว์+วางทีวี,25,75
19078316,Luxury,เตียง,9,189
19118114,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19110416,Modern,หน้าบาน,12,130
19110421,Modern,หน้าบาน,12,130
59008592,Modern,ชุดครัว Kuche,12,42
59008588,Modern,ชุดครัว Kuche,12,42
49000363,None,โซฟาสั่งทำ,306,206
19110587,Modern,เก้าอี้เหล็กเบาะหนัง,12,175
19044393,Modern,หน้าบาน,12,130
25010880,Artdeco,ของตกแต่งอื่น ๆ,2,28
59000054,Modern Italian,None,16,538
25022522,Modern,ที่คั่นหนังสือ,12,81
25022505,Modern,เชิงเทียน,12,186
25010732,Modern,กรอบรูป,12,5
25010776,Luxury Glamorous,นาฬิกาตั้งโต๊ะ,10,98
19039903,None,เตียง,306,189
19110434,Modern,หน้าบาน,12,130
19092032,Luxury,เตียงสั่งทำ,9,190
19058110,Modern,โซฟาเข้ามุมขวา,12,207
25016202,Vintage,หมอนอิง,25,141
25020159,Vintage,ภาชนะใส่อาหาร,25,116
25022490,Modern,ตะกร้า,12,57
19052930,Modern Italian,หน้าบาน,16,130
19047794,Contemporary,เก้าอี้ไม้เบาะหนัง,5,180
49000377,None,โซฟาสั่งทำ,306,206
49000378,None,โซฟาสั่งทำ,306,206
19049805,Vintage,โถเซรามิค/โถหิน,25,255
25015363,Vintage,หมอนอิง,25,141
19044421,Modern,ตู้แขวนทีวี,12,73
19052198,Contemporary,ตู้เสื้อผ้าบานเลื่อน,5,70
19049593,Modern,โต๊ะอาหารไฟเบอร์กลาส/พลาสติก,12,250
25010964,Colour Passion,นาฬิกาตั้งโต๊ะ,4,98
25010967,Vintage,ตะเกียง,25,59
19049786,Vintage,โคมไฟแขวน,25,200
25010734,Modern,กรอบรูป,12,5
25015130,Vintage,กระจกแบบตั้งโต๊ะ,25,7
19050450,Vintage,นาฬิกาตั้งพื้น,25,97
59007259,Modern Italian,None,16,538
19049781,Vintage,กล่องอเนกประสงค์,25,17
19095833,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
25023011,Modern,เชิงเทียน,12,186
19112376,Luxury,เตียง,9,189
19095553,Modern,เตียง,12,189
25013548,Vintage,เชิงเทียน,25,186
25009607,Vintage,นาฬิกาตั้งพื้น,25,97
19072359,Modern,เตียง,12,189
19088989,Modern Italian,เตียง,16,189
19109471,Modern Luxury,เตียงสั่งทำ,17,190
25010778,Luxury Glamorous,เซรามิคตกแต่ง,10,187
19095541,Modern,เตียง,12,189
25010783,Luxury Glamorous,เซรามิคตกแต่ง,10,187
19043421,Modern Italian,เตียง,16,189
19057751,Modern,ตู้เสื้อผ้าบานเปิด,12,68
19047931,Vintage,เตียง,25,189
19078088,Modern,ตู้เสื้อผ้าบานเปิด,12,68
25009932,Vintage,ชั้นแขวน,25,35
19118155,Scandinavian,โต๊ะทำงาน,23,235
19118157,Scandinavian,โต๊ะทำงาน,23,235
19015800,Modern,ตู้กั้นห้อง/ชั้นกั้นห้อง,12,60
19077333,Luxury,สตูล,9,121
19088337,Modern Italian,เตียง,16,189
19044419,Modern,ตู้เตี้ยบานเปิด,12,66
25010787,Luxury Glamorous,เซรามิคตกแต่ง,10,187
25009641,Vintage,ตะกร้า,25,57
19067863,Modern,โซฟา 3 ที่นั่ง,12,203
19062276,Modern,ที่กั้นห้อง,12,80
19101311,Luxury,เตียง,9,189
19056046,Vintage,ตู้เสื้อผ้าบานเปิด,25,68
19049812,Vintage,ของตกแต่งอื่น ๆ,25,28
19046253,Modern Chic,อาร์มแชร์ผ้า,13,143
25010789,Luxury Glamorous,เซรามิคตกแต่ง,10,187
19068731,Modern,เตียงสั่งทำ,12,190
19051051,Modern,เซรามิคตกแต่ง,12,187
19047439,Modern,ตู้แขวน,12,72
59007254,Modern Italian,None,16,538
19058512,Vintage,เก้าอี้สตูลบาร์ไม้เบาะผ้า,25,168
19042878,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19094804,Contemporary,ตู้โชว์+วางทีวี,5,75
19036632,Modern,สินค้าเบ็ดเตล็ด,12,126
19112127,Modern Luxury,เตียงสั่งทำ,17,190
19035032,Modern Italian,หน้าบานตู้เสื้อผ้าบานเปิด,16,134
19042793,Modern Italian,เตียง,16,189
19112122,Modern Luxury,เตียงสั่งทำ,17,190
25010914,Vintage,ตะเกียง,25,59
19059088,Vintage,โต๊ะข้างไม้ล้วน,25,233
19041963,Contemporary,ไซด์บอร์ด,5,257
19037273,Modern Italian,โต๊ะเครื่องแป้งแบบนั่ง,16,253
25011573,Vintage,ของตกแต่งอื่น ๆ,25,28
25010857,Vintage,หนังสือปลอม,25,129
25055633,Modern,ภาพแขวน,12,117
19013309,Modern Italian,เตียง,16,189
19026705,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19024462,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19049803,Vintage,โถเซรามิค/โถหิน,25,255
19044841,Contemporary,เก้าอี้ไม้เบาะหนัง,5,180
25055619,Modern,ภาพแขวน,12,117
19049783,Vintage,ภาพแขวน,25,117
19112370,Luxury,เตียง,9,189
59005302,Modern Italian,เตียง,16,189
19050048,Contemporary,บอดี้ + หน้าบานชุดครัว,5,100
25015719,Modern,นาฬิกาตั้งโต๊ะ,12,98
19109474,Modern Luxury,เตียงสั่งทำ,17,190
19050093,Modern,บอดี้ + หน้าบานชุดครัว,12,100
19072362,Modern,เตียง,12,189
19049808,Vintage,ตะเกียง,25,59
19092028,Luxury,เตียงสั่งทำ,9,190
19023905,Modern,เตียง,12,189
25022498,Modern,โคมไฟตั้งโต๊ะ,12,198
19112374,Luxury,เตียง,9,189
19109456,Modern Luxury,เตียงสั่งทำ,17,190
25010835,Luxury Glamorous,เซรามิคตกแต่ง,10,187
19031429,Modern,ตู้เตี้ย,12,65
19058516,Vintage,โซฟา 2 ที่นั่ง,25,202
19041439,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
19049571,Modern Italian,เตียง,16,189
19049612,Vintage,ตู้เตี้ยบานเปิด,25,66
25010591,Modern,ภาพแขวน,12,117
19050234,Vintage,กรอบรูป,25,5
19118152,Scandinavian,โต๊ะอาหารไม้ล้วน,23,251
19042679,Contemporary,โซฟา 3 ที่นั่ง,5,203
19101631,Modern,หน้าบานตู้เสื้อผ้าบานเลื่อน,12,135
19048039,Contemporary,โซฟา 1 ที่นั่ง,5,201
19095552,Modern,เตียง,12,189
59007906,Modern Italian,ชุดวางทีวีสำเร็จรูป,16,49
25010596,Modern,ภาพแขวน,12,117
19094887,Contemporary,เตียง,5,189
19051024,Modern,เซรามิคตกแต่ง,12,187
25011628,Vintage,หมอนอิง,25,141
25011631,Vintage,ตะขอติดผนัง,25,58
19090968,Luxury,ตู้เตี้ยลิ้นชัก,9,67
19050040,Contemporary,บอดี้ + หน้าบานชุดครัว,5,100
19051048,Modern,เซรามิคตกแต่ง,12,187
25013393,Vintage,หนังสือปลอม,25,129
59000189,Modern Italian,None,16,538
25010223,Modern,หมอนอิง,12,141
19049869,Modern,ตู้เตี้ยบานเปิด,12,66
19095864,Luxury,ตู้ข้างเตียง,9,61
25010916,Vintage,เซรามิคตกแต่ง,25,187
19025936,Modern Italian,ปิดปลอม,16,102
19088377,Modern,เตียง,12,189
25010603,Modern,ภาพแขวน,12,117
25010219,Modern,หมอนอิง,12,141
19025933,Modern Italian,ตู้เสื้อผ้าบานเปิด,16,68
25020109,Modern,ภาชนะใส่อาหาร,12,116
19110441,Modern,หน้าบาน,12,130
25011381,Luxury Glamorous,โคมไฟตั้งโต๊ะ,10,198
25023331,Modern,ตะเกียง,12,59
25010833,Luxury Glamorous,เซรามิคตกแต่ง,10,187
19051480,Modern Chic,สตูล โซฟา,13,122
19051483,Modern,เบาะรองนั่ง,12,192
19043173,Contemporary,เตียง,5,189
19112119,Modern Luxury,เตียงสั่งทำ,17,190
19047326,Vintage,ที่คั่นหนังสือ,25,81
19043365,Contemporary,โซฟาเข้ามุมขวา,5,207
19050244,Vintage,กรอบรูป,25,5
19109879,Modern,ไซด์บอร์ด,12,257
19110831,Modern,เก้าอี้พักผ่อนเข้ามุม,12,161
19071209,Luxury,เตียง,9,189
25020442,Vintage,ภาชนะใส่อาหาร,25,116
19056055,Vintage,ตู้เสื้อผ้าบานเปิด,25,68
25010926,Vintage,เครื่องแก้วตกแต่ง,25,181
25023320,Modern,นาฬิกาตั้งโต๊ะ,12,98
