MATNR,Style,Cat2,Style_id,Cat2_id
19047259,Vintage,?????????????????,25,181
25009427,Modern,?????????????,12,198
25009429,Modern,?????????????,12,198
25009619,Vintage,??????????????,25,97
25009847,Vintage,???????,25,59
25009110,Modern,???????,12,5
25010086,Modern,?????????????,12,198
25010089,Modern,?????????????,12,198
25010096,Modern,???????,12,117
25009711,Vintage,??????????????,25,97
25012442,Modern,????????????? ?,12,28
19117976,Scandinavian,???????,23,119
19058570,Modern,?????????,12,200
19057911,Vintage,?????????,25,235
59002454,Contemporary,None,5,538
19062804,Modern Italian,???????,16,130
19060536,Modern,????????????????????,12,228
19058539,None,???????????????,306,126
19058540,None,???????????????,306,126
19058542,None,???????????????,306,126
19058546,Vintage,?????????,25,112
19058549,Modern,?????????,12,200
19058552,Modern,?????????????,12,198
19062806,Modern Italian,???????,16,130
25009264,Vintage,???????,25,141
25010161,Luxury Glamorous,?????,10,194
25010163,Luxury Glamorous,?????????????,10,187
19053370,Modern Italian,???????,16,130
25009732,Vintage,???????????,25,58
25011676,Modern,????????????? ?,12,28
19118028,Scandinavian,?????????,23,257
19041353,Modern,???????????????????,12,63
59003336,Modern,???????+???????,12,75
19067543,Luxury,???????????????,9,233
25010190,Vintage,???????,25,117
25010045,Vintage,?????????????,25,187
19068839,Modern,?????,12,189
25011677,Modern,????????????? ?,12,28
25009745,Vintage,?????????/?????,25,255
19067794,Contemporary,?????????,5,257
19051803,Contemporary,??????????????????????????/???,5,212
19051860,Modern,???????,12,117
59002185,Modern,?????????????????????,12,246
59003176,Modern,None,12,538
19052196,Scandinavian,??????????????????,23,232
19058100,Modern Chic,????????????,13,143
19058455,Modern,??????,12,32
25010393,Modern,???????,12,117
25010394,Modern,???????,12,117
19060211,Modern,?????,12,189
59002928,Contemporary,???? 3 ???????,5,203
19063407,Contemporary,???? 1 ???????,5,201
25010554,Artdeco,?????????/?????,2,255
25010195,Modern,???????,12,141
25010437,Modern,???????,12,117
25010439,Modern,???????,12,117
19067385,Modern,????????,12,35
19055487,Vintage,?????????,25,186
25009309,Vintage,????????????? ?,25,28
19056008,Contemporary,????,5,121
19052223,Artdeco,?????????,2,257
19055601,Contemporary,?????????????? 1 ???????,5,157
19117923,Scandinavian,?????????????????,23,179
25010463,Modern,???????,12,117
19025908,Modern Chic,?????,13,189
25010082,Modern,?????????????,12,198
19117928,Scandinavian,?????????????????,23,179
19055491,Vintage,????????????? ?,25,28
19058557,Modern,?????????,12,200
19058558,Modern,?????????,12,200
19058587,Vintage,?????????,25,112
19052201,Modern,?????,12,189
19117980,Scandinavian,????????,23,35
19063497,Contemporary,????????????????????,5,70
19062801,Modern Italian,???????,16,130
25010084,Modern,?????????????,12,198
19059093,Vintage,????,25,121
19063391,Contemporary,?????,5,189
25012149,Vintage,???????,25,5
25012148,Vintage,???????,25,5
19060076,Industrial,????????????,7,214
19067361,Contemporary,??????????????,5,207
19041226,Vintage,?????,25,189
19058531,Modern,???????,12,213
19055854,Modern,???????,12,74
19060544,Contemporary,?????,5,189
19051829,Modern Italian,??????????????????????,16,253
19059649,Contemporary,????????????,5,61
19070092,Modern,?????????????????????,12,254
19117909,Scandinavian,?????????,23,18
19053106,Modern Italian,???????,16,130
19012992,Contemporary,?????????????????????,5,246
19062920,Ecolism,???????????/???????,6,34
25010493,Modern,???????,12,117
19060086,Contemporary,??????????????????,5,180
19060088,Modern,??????????????????????,12,226
19062896,Modern Italian,???????,16,130
59002213,Modern,???????+???????,12,75
59003096,Modern,?????????,12,257
19068103,Modern Italian,????????,16,101
19062394,Contemporary,???????,5,130
19059866,Vintage,???? 1 ???????,25,201
19056292,Vintage,???????,25,74
19041371,Modern,????????,12,65
19062858,Modern Italian,???????,16,130
19067797,Contemporary,?????????,5,257
19059868,Vintage,?????????????????,25,179
19055448,Modern,???????,12,213
25010135,Vintage,???????????,25,129
19049770,Vintage,?????????????,25,187
19049774,Vintage,???????,25,5
19062381,Vintage,???????????????,25,67
25010634,Modern,???????,12,117
19070060,Modern Italian,??????????????????,16,68
19069214,Vintage,????????????,25,143
59011098,Modern,??????? Kourmet,12,41
19058563,Modern,?????????????,12,198
19058565,Modern,?????????????,12,198
59002773,Modern,None,12,538
25010043,Vintage,?????????????,25,187
19058302,Modern,????????????????????????????,12,165
25010063,Vintage,????????????? ?,25,28
25010065,Vintage,????????????? ?,25,28
25009366,Vintage,????????????? ?,25,28
25009726,Vintage,????????????,25,78
25009727,Vintage,???????,25,117
19037401,Modern,???????????????,12,66
25009368,Vintage,????????????? ?,25,28
19063944,Modern,???? 3 ???????,12,203
19063975,Modern,???????,12,213
25012434,Colour Passion,?????????,4,186
19055520,Industrial,????????????,7,143
19118353,Scandinavian,????????,23,35
25009731,Vintage,?????????/?????,25,255
19027169,Contemporary,?????????,5,235
19058497,Vintage,?????????????????,25,229
25009694,Vintage,????????????? ?,25,28
25009747,Vintage,????????????? ?,25,28
25010100,Modern,???????,12,117
19066966,Modern,????????????????????,12,227
19056075,Contemporary,??????????????????,5,180
19042836,Modern,???? 1 ???????,12,201
59011097,Modern,??????? Kourmet,12,41
19117965,Scandinavian,??????,23,32
19058443,Ecolism,????,6,121
19058499,Vintage,???????????????,25,66
19117955,Scandinavian,?????????????????,23,179
25010232,Vintage,???????????,25,129
25010102,Modern,???????,12,117
19071477,Modern,????????????????????,12,70
59011087,Modern,??????? Kourmet,12,41
19090397,Modern,?????,12,189
25012009,Modern,???????,12,5
19062905,Modern Italian,???????,16,130
19090398,Contemporary,????????????????????,5,70
19062748,Modern,???????,12,213
19063396,Contemporary,?????,5,189
19063395,Contemporary,?????,5,189
19058164,Modern,??????????????,12,207
25010902,Vintage,?????????????,25,187
25010904,Vintage,????????????,25,9
25010173,Luxury Glamorous,?????,10,194
19059617,Modern,?????????????????????????,12,134
19023887,Modern,?????,12,189
25010398,Modern,???????,12,117
19037177,Modern,?????,12,189
19041864,Modern,??????????,12,62
19062758,Modern,?????????,12,112
19067391,Contemporary,?????????,5,18
19067394,Modern,???????,12,130
25009235,Modern,???????,12,117
25009916,Vintage,???????,25,5
19062399,Vintage,?????????????,25,198
19062400,Vintage,?????????????,25,198
25010399,Modern,???????,12,117
25010496,Modern,???????,12,117
25009768,Modern,?????????????,12,198
25009769,Modern,?????????????,12,198
25010168,Luxury Glamorous,????????????,10,78
25010170,Luxury Glamorous,????????????? ?,10,28
25010488,Modern,???????,12,117
25010491,Modern,???????,12,117
19027082,Contemporary,?????????????????,5,229
19030442,Contemporary,???????????????,5,66
19118013,Scandinavian,???????????/???????,23,34
19027644,Modern,?????????,12,257
25011388,Modern,?????????????,12,198
19047212,Vintage,???????,25,5
19058181,Modern,?????????????,12,197
25010836,Modern,???????,12,141
19058590,Modern,?????????,12,112
19058591,Modern,?????????,12,112
19058593,Modern,?????????,12,112
19041404,Modern,???????????????????????,12,174
25009403,Vintage,???????,25,117
25010068,Vintage,????????????? ?,25,28
25009817,Vintage,???????,25,5
59011133,Modern,??????? Kourmet,12,41
19058174,Modern,????????????,12,9
25010722,Modern,????????????????,12,7
19050493,Modern,??????????????,12,207
19056223,Vintage,????????????????,25,251
25055779,Artdeco,?????????????,2,198
59003245,Contemporary,??????????,5,51
25012124,Vintage,???????????,25,129
19062917,Modern Classic,?????????,14,235
25009273,Vintage,???????,25,141
25011060,Modern,???????,12,141
25010227,Vintage,???????????,25,129
59011131,Modern,??????? Kourmet,12,41
19051023,Modern,?????????????,12,187
19050496,Modern Classic,???? 3 ???????,14,203
25010414,Modern,???????,12,117
19062237,Vintage,???? 3 ???????,25,203
19066967,Modern,??????????????????????,12,216
25009845,Vintage,???????,25,59
25010145,Artdeco,?????????????,2,198
25010152,Luxury Glamorous,?????,10,194
25010483,Modern,???????,12,117
25010230,Vintage,???????????,25,129
25009902,Vintage,???????,25,5
19045753,Modern,??????,12,64
19045816,Modern,???????????????,12,171
19068252,Contemporary,???????????????,5,209
19030373,Contemporary,??????,5,64
19059021,Modern Classic,???????,14,74
19063791,Modern,??????,12,64
25012019,Modern,???????,12,5
19055468,Vintage,???????,25,117
19041672,Modern,???????,12,188
19051880,Modern,??????????????????,12,68
19062299,Modern,??????????????????????????/???,12,212
19063493,Contemporary,?????,5,189
25011560,Vintage,??????????,25,56
19050584,Luxury,?????????????????????????,9,242
19067410,Modern,???????,12,130
19060510,Modern,???????????????,12,8
19060070,Contemporary,???????????????????????,5,245
25012107,Vintage,???????????,25,129
19060524,Colour Passion,????????????????,4,251
19060216,Modern,?????,12,189
19062252,Modern,????????????,12,214
19055453,Vintage,?????????????,25,116
19055454,Vintage,?????????????,25,116
25011561,Vintage,??????????,25,56
25055545,Vintage,???????????,25,129
19058495,Vintage,?????????????????,25,229
19052031,Vintage,???????,25,59
19118345,Scandinavian,????????,23,35
19068923,Modern,????????????????,12,172
19071429,Neo Baroque,??????,19,64
19067400,Modern,??????,12,64
19060092,Modern Classic,????????????,14,61
19060123,Vintage,?????,25,189
19027105,Contemporary,?????????,5,257
19062924,Modern,?????????,12,186
19062925,Modern,?????????,12,200
19117896,Scandinavian,?????????,23,18
19055849,Contemporary,?????,5,189
19055470,Vintage,???????,25,5
19117986,Scandinavian,???????????/???????,23,34
19041379,Modern,????????,12,65
25009255,Vintage,???????,25,117
25010099,Modern,???????,12,117
19049619,Vintage,???????????????,25,67
19049621,Vintage,????,25,121
19062884,Modern Italian,???????,16,130
19062886,Modern Italian,???????,16,130
19053182,Modern Italian,???????,16,130
19055501,Vintage,???????????????,25,67
25012015,Modern,???????,12,5
25012016,Modern,???????,12,5
19117984,Scandinavian,???????????/???????,23,34
25010540,Modern,???????,12,117
25010542,Modern,???????,12,117
19051797,Modern,?????????????,12,197
19051802,Modern,????,12,121
25009909,Vintage,???????,25,5
19058175,Artdeco,????????????? ?,2,28
19058176,Artdeco,????????????? ?,2,28
19051623,Modern,??????????????????,12,68
25055747,Modern,???????,12,117
19051427,Vintage,?????????????????,25,29
25010879,Artdeco,????????????? ?,2,28
25010881,Artdeco,????????????? ?,2,28
25010039,Vintage,????????????? ?,25,28
19049768,Vintage,????????????? ?,25,28
25011014,Modern,???????,12,141
25010968,Vintage,???????,25,59
25010971,Vintage,???????,25,59
19047352,Vintage,???????,25,117
25010317,Vintage,?????????,25,186
19000501,Modern,????????????,12,61
59000595,None,None,306,538
59000596,None,None,306,538
25010027,Modern,?????????????,12,187
25010973,Vintage,???????,25,59
25010882,Vintage,?????????,25,186
19116981,Modern,??????? Kuche,12,42
19047946,Contemporary,????,5,121
19060181,Contemporary,????????????????????,5,175
25009615,Vintage,???????,25,117
25009618,Vintage,??????????????,25,97
19051176,Vintage,???????????????,25,66
25010721,Modern,???????,12,5
19045910,Contemporary,?????????????????????,5,246
59000116,Colour Passion,None,4,538
25010821,Luxury Glamorous,????????????? ?,10,28
25010862,Vintage,???????????,25,129
19010876,Contemporary,????????????????????,5,220
19060522,Colour Passion,????????????????,4,251
19062763,Modern,?????????,12,112
19062766,Modern,?????????,12,112
19062398,Modern,????????????? ?,12,28
19050263,Vintage,?????????????????,25,179
19037178,Modern,?????,12,189
25010856,Vintage,???????????,25,129
19051061,Modern,?????????????,12,187
25010792,Luxury Glamorous,????????,10,36
19051731,Modern,???????????????,12,67
19051738,Modern,?????????,12,257
25010537,Modern,???????,12,117
25010122,Luxury Glamorous,?????????????,10,198
25010126,Modern,?????????????,12,198
25009304,Vintage,???????,25,5
19063175,Modern,??????????????,12,207
19063978,Vintage,???? 3 ???????,25,203
19063388,Contemporary,?????,5,189
19026146,Modern,?????,12,189
19067861,Modern,???????,12,213
19023826,Modern,??????????????????,12,68
25009842,Vintage,?????????/?????,25,255
25010178,Luxury Glamorous,?????????????,10,187
19031181,Modern,?????,12,189
19060170,Luxury,??????????????????????,9,253
19117958,Scandinavian,?????????????????,23,179
19055547,Ecolism,???????????????????????,6,244
59002444,Modern,??????????,12,51
19067489,Modern,???????,12,213
19060200,Modern,??????????????????,12,68
25055534,Vintage,???????????,25,129
25055537,Vintage,???????????,25,129
19060085,Contemporary,??????????????????,5,180
19062879,Modern Italian,???????,16,130
19062818,Modern Italian,???????,16,130
19062821,Modern Italian,???????,16,130
19062856,Modern Italian,???????,16,130
25012092,Vintage,???????,25,117
19117969,Scandinavian,??????,23,32
25055741,Modern,???????,12,117
19058611,Vintage,????????????,25,9
19058613,Vintage,???????????????,25,67
19050597,Modern,????????????,12,9
19050599,Modern,????????????,12,9
19042829,Contemporary,????,5,121
19014270,Contemporary,?????????????????????,5,246
25010132,Vintage,???????,25,5
19062823,Modern Italian,???????,16,130
19068196,Modern Italian,????????,16,101
19068189,Modern Italian,????????,16,101
19056288,Modern,?????????????,12,198
19023859,Contemporary,???????,5,74
25009723,Vintage,????????????? ?,25,28
19049623,Vintage,????,25,121
25055742,Modern,???????,12,117
25055745,Modern,???????,12,117
25010899,Vintage,???????,25,59
19027111,Contemporary,????????????????,5,248
19026231,Modern,?????????,12,257
25010547,Modern,???????,12,117
25010062,Vintage,????????????????,25,17
25009402,Vintage,??????????????,25,98
19056042,Vintage,?????,25,189
19056047,Vintage,??????????????,25,178
19051622,Modern,?????,12,189
19027053,Contemporary,???????,5,72
25011384,Luxury Glamorous,?????????????,10,198
25011386,Luxury Glamorous,?????????????,10,198
19117946,Scandinavian,?????????????????,23,179
19117900,Scandinavian,?????????,23,18
25011683,Modern,????????????,12,78
25010950,Vintage,??????????????,25,98
25010049,Vintage,?????????????,25,187
25055529,Vintage,???????????,25,129
19047346,Vintage,???????,25,5
19047374,Vintage,?????????,25,186
25009901,Vintage,???????,25,5
19015217,Modern,????,12,121
19025977,Contemporary,???????????????????????,5,245
19117972,Scandinavian,???????,23,119
19058598,Luxury Glamorous,????????????,10,9
19058603,Vintage,?????????,25,200
19058536,None,???????????????,306,126
25055532,Vintage,???????????,25,129
25009840,Vintage,???????,25,59
19117954,Scandinavian,?????????????????,23,179
25009912,Vintage,???????,25,5
19060534,Modern,????????????????????,12,228
19104919,Modern,???????,12,213
19027204,Contemporary,???????????????,5,67
19117917,Scandinavian,?????????,23,18
19108471,Modern,???? 3 ???????,12,203
19058655,Scandinavian,??????????????,23,178
19017660,Modern,??????,12,64
19067349,Modern,?????????,12,257
25011663,Modern,????????????,12,78
25010154,Luxury Glamorous,????????????? ?,10,28
19058479,Vintage,???????,25,74
19058485,Vintage,???????????/???????,25,34
25010816,Luxury Glamorous,?????????????,10,198
25009685,Vintage,?????????????????,25,181
25009686,Vintage,?????????????????,25,181
19026309,Contemporary,?????,5,189
19043212,Vintage,??????????????????,25,180
19058106,Modern,??????????????,12,207
25009400,Vintage,?????????,25,186
25009344,Modern,????????????? ?,12,28
19042634,Colour Passion,??????????????????????,4,226
19027097,Contemporary,????????,5,35
19067862,Modern,???????,12,213
25011056,Modern,???????,12,141
25010934,Vintage,????????????? ?,25,28
25009771,Modern,?????????????,12,198
19058360,Modern,???????????????????????,12,244
19058361,Modern Chic,????????????????????,13,228
25010883,Vintage,?????????,25,186
19060568,Vintage,????????????,25,9
19060570,Vintage,???????????,25,80
19060129,Modern,????????????? ?,12,28
19063367,Modern Classic,????????????,14,143
19055493,Vintage,???????,25,117
25009799,Vintage,?????????,25,200
25055539,Vintage,???????????,25,129
25055540,Vintage,???????????,25,129
25009298,Vintage,????????,25,35
25010897,Vintage,???????,25,59
19118346,Scandinavian,????????,23,35
25010032,Modern,?????????????,12,187
25010033,Modern,?????????????,12,187
25009717,Vintage,???????,25,117
25010166,Luxury Glamorous,????????????,10,78
19052353,Modern Italian,???????,16,102
19117927,Scandinavian,?????????????????,23,179
59011096,Modern,??????? Kourmet,12,41
25055544,Vintage,???????????,25,129
19045275,Modern,???????,12,72
19055575,Modern,??????????????????,12,68
19054480,Modern Chic,?????????,13,257
25012415,Modern,???????,12,59
25012403,Modern,????????????,12,78
19048036,Modern,???????,12,119
19051484,Modern,???????????,12,192
19047839,Vintage,???????????????,25,67
19057820,Modern,????????????,12,9
19055502,Vintage,???????,25,119
25010374,Vintage,?????????,25,186
19058642,Scandinavian,??????????????,23,178
19067897,Contemporary,?????????????????????,5,254
19059035,Luxury,????????????,9,61
19041346,Modern,?????????,12,235
19055523,Vintage,???? 2 ???????,25,202
19055511,Vintage,???????,25,5
25012141,Vintage,???????,25,117
19057804,Modern,????????????????????,12,175
19045746,Contemporary,??????????,5,62
19058491,Vintage,?????????????????,25,229
19067527,Modern,??????????????????????????/???,12,212
19117949,Scandinavian,?????????????????,23,179
19117901,Scandinavian,?????????,23,18
25010175,Luxury Glamorous,????????????? ?,10,28
25010177,Luxury Glamorous,????????????,10,78
19060329,Modern,??????????????????/???????,12,177
19067351,Contemporary,??????,5,64
19063387,Contemporary,?????,5,189
19062404,Modern,?????????,12,112
19056081,Modern,??????????????,12,207
25012020,Modern,???????,12,5
19108958,Vintage,????????????????????,25,43
25010790,Luxury Glamorous,????????????,10,78
19051416,Vintage,?????????????,25,187
19060330,Modern,??????????????????/???????,12,177
59000096,Modern Chic,None,13,538
19062898,Modern Italian,???????,16,130
59001290,Modern Italian,None,16,538
19027198,Contemporary,??????????????????????,5,216
25012071,Vintage,?????????????,25,21
19045894,Modern,??????????????????????,12,226
19051419,Vintage,?????????????,25,187
19051421,Vintage,?????????????,25,187
19117892,Scandinavian,?????????,23,18
19067402,Modern,??????,12,64
19063492,Contemporary,?????,5,189
19041622,Contemporary,????????????????????,5,175
19090830,Contemporary,?????????,5,235
19090829,Contemporary,?????????,5,235
19090831,Contemporary,?????????,5,235
19026316,Modern Italian,?????????,16,235
25011686,Modern,????????????? ?,12,28
19055497,Vintage,???????,25,5
19117897,Scandinavian,?????????,23,18
19011447,Modern,???????????????????????,12,174
19117905,Scandinavian,?????????,23,18
19059029,Modern Italian,?????????????????????????,16,134
19059074,Vintage,??????????????????,25,180
19060571,Modern,?????????,12,200
25009301,Vintage,????????????? ?,25,28
25010502,Modern,???????,12,117
19067518,Colour Passion,?????????????????,4,179
19118007,Scandinavian,???????????/???????,23,34
19042567,Contemporary,??????????????????,5,68
25010746,Modern,???????,12,5
25010748,Modern,???????,12,5
19059625,Luxury,?????????,9,257
19058605,Vintage,????????????,25,9
19055478,Vintage,??????????????,25,98
25010507,Modern,???????,12,117
19117951,Scandinavian,?????????????????,23,179
19070540,Modern,???????,12,72
19070512,Modern,???????,12,72
19062859,Modern Italian,???????,16,130
19062863,Modern Italian,???????,16,130
59002920,Modern Italian,None,16,538
25012011,Modern,???????,12,5
19055488,Vintage,????????????,25,9
19118352,Scandinavian,????????,23,35
19067395,Modern,???????,12,130
19058523,Vintage,?????????????????,25,229
19058526,Vintage,???????????,25,80
19058527,Vintage,????????????????,25,6
19059030,Contemporary,?????,5,189
19052394,Modern Italian,???????,16,102
19117970,Scandinavian,??????,23,32
25010127,Luxury Glamorous,?????????????,10,198
25010413,Modern,???????,12,117
25009261,Modern,???????,12,117
25009263,Vintage,???????,25,141
19058104,Vintage,???? 3 ???????,25,203
19064154,Contemporary,???????????????,5,209
19027678,Modern,??????????,12,62
19117971,Scandinavian,??????,23,32
19117906,Scandinavian,?????????,23,18
19088737,Modern Italian,???????????,16,190
19056004,Contemporary,????,5,121
19056007,Contemporary,????,5,121
25009345,Modern,????????????? ?,12,28
25009811,Vintage,?????????????,25,187
25010157,Luxury Glamorous,????????????,10,78
25009816,Vintage,???????,25,119
19042522,Contemporary,??????????????????,5,180
19051014,Vintage,???? 1 ???????,25,201
19047344,Vintage,????????????????,25,6
19090833,Contemporary,?????????,5,235
59000670,Contemporary,None,5,538
19090832,Contemporary,?????????,5,235
19090834,Contemporary,?????????,5,235
19055563,Modern,????????????????????,12,70
19056415,Modern Classic,????????????????????,14,70
19039858,Modern,????????????????????,12,175
19063170,Modern,???????,12,213
19117953,Scandinavian,?????????????????,23,179
19059621,Modern,?????????????????????????,12,134
19062772,Modern,?????????,12,112
19063404,Contemporary,???? 3 ???????,5,203
19060208,Modern,?????,12,189
19062408,Modern,?????????,12,112
19062423,Vintage,????????????? ?,25,28
19063385,Contemporary,?????,5,189
25009349,Modern,?????????????,12,187
25009855,Vintage,????????????? ?,25,28
25009898,Vintage,??????????????,25,97
59011124,Modern,??????? Kourmet,12,41
19060546,Contemporary,?????,5,189
19066972,Modern,????????????????????,12,218
19066969,Modern,???????????????????????,12,244
19117894,Scandinavian,?????????,23,18
25009351,Modern,????????????? ?,12,28
25009352,Modern,?????????????,12,187
19052021,Vintage,??????????????????,25,68
25009763,Modern,?????????????,12,198
25009766,Modern,?????????????,12,198
25010549,Modern,???????,12,117
25010486,Modern,???????,12,117
19068763,Modern,????????????????????,12,70
19070821,Modern,?????????????????????,12,254
19053194,Modern Italian,???????,16,130
25012143,Vintage,???????,25,5
59012392,Vintage,??????????,25,51
19041669,Modern,????,12,121
25009268,Vintage,???????,25,141
25009270,Vintage,???????,25,141
25010134,Vintage,??????????????,25,98
19058102,Scandinavian,???? 3 ???????,23,203
19016691,Modern,????,12,121
19055524,None,????????????,306,143
19027021,Modern,????????????????????,12,218
19051756,Neo Baroque,?????????,19,257
19117895,Scandinavian,?????????,23,18
19060186,Luxury,?????,9,189
19062411,None,?????,306,189
19062283,Modern,??????,12,64
19062850,Modern Italian,???????,16,130
19062854,Modern Italian,???????,16,130
25012106,Vintage,???????????,25,129
19055592,Modern,???? 3 ???????,12,203
19062909,Modern Italian,???????,16,130
19062911,Modern Italian,???????,16,130
25009776,Modern,?????????????,12,187
19054478,Modern Chic,???????????????,13,66
19045725,Modern,?????????,12,257
25012440,Modern,??????????????,12,97
19071112,Vintage,???????????????????????,25,245
59003359,Modern,???????+???????,12,75
19063389,Contemporary,?????,5,189
25009774,Modern,?????????????,12,198
19067406,Modern,???????,12,130
25009380,Vintage,????????????? ?,25,28
25009241,Modern,???????,12,117
19049778,Vintage,??????????????,25,97
19025859,Contemporary,???????????????????????,5,245
19054503,Modern,?????,12,194
25010048,Vintage,?????????????,25,187
25012154,Vintage,????????????? ?,25,28
19062791,Modern Italian,???????,16,130
19062794,Modern Italian,???????,16,130
19117921,Scandinavian,?????????,23,18
25009317,Vintage,????????????????,25,17
19117937,Scandinavian,?????????????????,23,179
59011092,Modern,??????? Kourmet,12,41
59003316,Modern,???????+???????,12,75
19062259,Modern,?????????,12,235
19015216,Modern,????,12,121
19054506,Modern,?????,12,194
19054508,Modern,?????,12,194
25055618,Modern,???????,12,117
25009803,Vintage,?????,25,194
19067482,Contemporary,?????????,5,235
19062808,Modern Italian,???????,16,130
25009918,Vintage,???????,25,5
19062894,Modern Italian,???????,16,130
25012644,Vintage,???????,25,117
19071411,Contemporary,?????????????? 1 ???????,5,157
19044742,Modern,???????,12,72
19051543,Modern,??????,12,64
19051564,Modern,?????????,12,20
59011121,Modern,??????? Kourmet,12,41
59011123,Modern,??????? Kourmet,12,41
19057803,Modern,????????????????????,12,175
59012400,Scandinavian,??????????,23,51
19060215,Modern,?????,12,189
19058641,Scandinavian,??????????????,23,178
19067856,Contemporary,???????????????,5,209
19117919,Scandinavian,?????????,23,18
19117942,Scandinavian,?????????????????,23,179
25010590,Modern,???????,12,117
25010592,Modern,???????,12,117
25009293,Vintage,???????,25,117
25010940,Vintage,????????????? ?,25,28
19060217,Modern,?????,12,189
25009236,Modern,???????,12,117
19068691,Modern Italian,???????,16,72
19059710,Modern,????????????????????,12,175
19050441,Vintage,???????,25,117
19106908,Modern,???? 2 ???????,12,202
19062243,Vintage,?????????????????,25,179
25012122,Vintage,???????????,25,129
19062769,Modern,?????????,12,112
25010943,Vintage,????????????? ?,25,28
25010070,Vintage,????????????? ?,25,28
25009752,Vintage,???????,25,5
25009754,Vintage,??????????????,25,97
19118025,Scandinavian,???????????/???????,23,34
19118031,Scandinavian,?????????,23,257
19117981,Scandinavian,????????,23,35
19060317,Modern,??????????????,12,207
19055559,Modern,???????????????,12,209
19060188,Contemporary,?????????????????????????,5,134
25009691,Vintage,?????????????????,25,181
19048027,Modern,?????,12,189
19048032,Modern,?????,12,189
25009760,Modern,????????????,12,9
25009358,Vintage,?????????????,25,116
59003370,Modern,?????????,12,257
19117930,Scandinavian,?????????????????,23,179
19063376,Modern,???????????????,12,209
19060091,Modern Classic,???????????????,14,67
19056010,Contemporary,???????????????,5,233
19068802,Modern,?????,12,189
19051575,Modern Italian,??????????,16,15
19051008,Luxury,?????????,9,257
19058352,Modern,?????????????????,12,229
19041914,Modern,???????????????,12,67
19060369,Modern,???????,12,74
19060509,Modern,???????????????,12,8
19067348,Modern,?????????,12,257
25012414,Modern,????????????,12,78
25013966,Modern,??????????,12,56
25009813,Vintage,?????????????,25,187
19052027,Vintage,???????,25,59
19052029,Vintage,???????,25,59
25009307,Vintage,????????????? ?,25,28
25012938,Vintage,?????????,25,142
19070409,Modern,???????,12,72
19068708,Modern Italian,???????,16,72
25002329,Modern,???????,12,141
19063380,Contemporary,?????,5,189
19067796,Contemporary,?????????,5,257
19067867,Modern,???????,12,213
25012114,Vintage,???????????,25,129
19067350,Modern,??????,12,64
25009311,Vintage,???????,25,5
25009724,Vintage,????????????? ?,25,28
25010485,Modern,???????,12,117
25009098,Vintage,???????,25,141
25009430,Modern,?????????????,12,198
25055718,Modern,???????,12,117
25010956,Vintage,?????????????????,25,181
25010037,Modern,????????????? ?,12,28
25009342,Modern,????????????? ?,12,28
25010575,Modern,?????????????,12,198
25009365,Vintage,???????,25,117
19063386,Contemporary,?????,5,189
19062768,Modern,?????????,12,112
19055451,Vintage,???????,25,5
19062775,Modern,????????????,12,9
19059630,Modern Italian,?????????????????????????,16,134
19117938,Scandinavian,?????????????????,23,179
19067947,Vintage,???? 3 ???????,25,203
19026937,Modern Chic,???????????????,13,215
25055751,Modern,???????,12,117
25009239,Modern,???????,12,117
25010498,Modern,???????,12,117
25010036,Modern,?????????????,12,187
19062777,Modern,????,12,121
19026314,Modern Italian,????????????????????,16,70
19062294,Modern,??????,12,64
59012399,Modern,??????????,12,51
25012404,Modern,????????????? ?,12,28
25010059,Vintage,?????????,25,186
25009335,Vintage,???????,25,117
25012416,Modern,????????????? ?,12,28
59003086,Modern,??????????,12,51
19064159,Modern,?????????????????,12,219
19068966,Modern,???????????????,12,209
19049819,Vintage,????????????,25,9
19055688,Modern Chic,????????????????????,13,231
19071434,Neo Baroque,??????,19,64
25009829,Vintage,???????,25,141
25009831,Vintage,????????????? ?,25,28
19058457,Ecolism,?????????????????,6,229
19058459,Ecolism,????,6,121
25009337,Vintage,???????,25,117
25009340,Vintage,????????????? ?,25,28
25010465,Modern,???????,12,117
25010080,Modern,?????????????,12,198
19071432,Neo Baroque,??????,19,64
19071433,Neo Baroque,??????,19,64
19068922,Modern,????????????????,12,172
19113842,Modern,?????,12,189
19051668,None,??????????????????????????/???,306,212
19051741,Modern,???? 3 ???????,12,203
19052595,Modern Italian,???????,16,102
19117948,Scandinavian,?????????????????,23,179
25012079,Vintage,???????????,25,129
19058651,Scandinavian,????????????,23,143
19068792,Modern,?????,12,189
19062284,Modern,??????,12,64
19062214,Modern,???????,12,213
25010129,Modern,?????????????,12,198
19056287,Modern,?????????????,12,197
19062736,Contemporary,??????????????,5,207
19062287,Modern,??????,12,64
19062240,Vintage,???????????????,25,67
19026148,Modern,?????,12,189
19064015,Vintage,?????,25,189
19051080,Vintage,??????,25,32
25012825,Vintage,??????????????,25,99
19046047,Modern Italian,???????????,16,137
19041861,Modern,???????????/????????????,12,60
25010636,Modern,???????,12,117
19051974,Vintage,?????,25,189
19069200,Vintage,????????????,25,143
19055591,Modern,???? 1 ???????,12,201
19041375,Modern,??????,12,64
25010639,Modern,???????,12,117
25010641,Modern,???????,12,117
25010643,Modern,???????,12,117
25009835,Vintage,??????????,25,76
19030436,Contemporary,???????????????,5,66
59011727,Modern,None,12,538
59011099,Modern,??????? Kourmet,12,41
